user_id,account_age_days,total_past_orders,age,location,email_domain,registration_device,registration_ip,last_login_days_ago
2689,971,37,35,Palestinian Territory,hotmail.com,tablet,197.70.146.250,51
2690,75,2,31,Heard Island and McDonald Islands,gmail.com,mobile,128.102.12.248,25
2691,926,28,73,Pitcairn Islands,gmail.com,mobile,193.45.42.47,50
2692,448,17,37,Mozambique,gmail.com,desktop,4.235.218.59,48
2693,322,12,77,Netherlands,hotmail.com,desktop,67.100.179.33,32
2694,174,4,26,Mauritius,gmail.com,mobile,200.142.60.241,37
2695,911,35,51,Australia,gmail.com,desktop,203.179.155.63,29
2696,85,3,47,Angola,yahoo.com,tablet,174.160.165.237,79
2697,689,28,45,Ethiopia,hotmail.com,desktop,38.243.221.118,59
2698,886,24,44,Paraguay,gmail.com,desktop,173.0.101.168,63
2699,650,22,35,South Georgia and the South Sandwich Islands,hotmail.com,desktop,107.122.138.4,3
2700,368,13,46,Qatar,gmail.com,mobile,147.216.212.177,33
2701,156,3,40,Rwanda,hotmail.com,mobile,42.230.55.173,37
2702,1028,30,50,Croatia,gmail.com,tablet,221.64.81.16,82
2703,161,3,68,Bangladesh,gmail.com,desktop,90.109.208.53,29
2704,202,11,25,Bermuda,yahoo.com,mobile,24.154.41.118,46
2705,79,2,52,Ethiopia,gmail.com,mobile,95.183.27.77,42
2706,403,13,61,Palestinian Territory,gmail.com,desktop,200.176.62.186,32
2707,620,23,65,Cote d'Ivoire,gmail.com,tablet,146.249.4.173,35
2708,391,14,63,Anguilla,yahoo.com,tablet,18.213.95.196,17
2709,535,13,18,Dominican Republic,yahoo.com,desktop,47.178.238.244,36
2710,710,19,68,American Samoa,gmail.com,desktop,143.21.245.217,51
2711,25,0,48,Singapore,gmail.com,tablet,94.134.63.167,65
2712,306,10,73,Japan,yahoo.com,desktop,18.197.114.125,29
2713,465,18,64,Falkland Islands (Malvinas),hotmail.com,tablet,94.96.195.84,26
2714,972,24,32,France,gmail.com,tablet,57.66.129.106,75
2715,960,22,64,Guinea-Bissau,gmail.com,desktop,199.178.119.34,43
2716,176,9,38,Angola,yahoo.com,mobile,222.6.146.15,54
2717,856,35,31,Puerto Rico,yahoo.com,desktop,28.156.11.131,57
2718,62,3,41,Tajikistan,yahoo.com,mobile,104.136.56.8,73
2719,263,5,37,Russian Federation,hotmail.com,tablet,174.1.173.132,1
2720,1024,38,69,Brazil,hotmail.com,tablet,53.18.255.215,45
2721,696,16,32,Cambodia,yahoo.com,desktop,169.60.68.145,54
2722,827,26,66,Egypt,gmail.com,tablet,195.90.72.132,68
2723,614,23,38,Cameroon,gmail.com,tablet,222.185.110.179,2
2724,66,2,77,Mali,hotmail.com,mobile,76.7.197.204,19
2725,677,17,54,Ukraine,gmail.com,tablet,42.163.100.46,77
2726,801,33,80,Saint Barthelemy,yahoo.com,desktop,36.160.175.157,26
2727,801,25,22,Samoa,gmail.com,tablet,112.86.0.242,49
2728,386,15,48,Malawi,hotmail.com,mobile,99.194.253.251,42
2729,925,34,58,Martinique,gmail.com,desktop,176.118.32.199,11
2730,352,14,24,Samoa,yahoo.com,tablet,149.171.149.94,70
2731,364,12,20,Cape Verde,yahoo.com,tablet,32.93.148.22,77
2732,1001,33,19,El Salvador,hotmail.com,mobile,143.179.45.74,25
2733,143,7,76,Saint Lucia,yahoo.com,desktop,178.89.107.230,36
2734,422,9,32,Tuvalu,hotmail.com,desktop,81.189.9.242,84
2735,1074,38,22,Bahrain,yahoo.com,desktop,207.80.159.128,7
2736,755,33,51,Swaziland,hotmail.com,mobile,1.113.232.150,21
2737,670,15,73,Iran,yahoo.com,desktop,66.203.150.176,50
2738,322,11,25,Cayman Islands,hotmail.com,mobile,71.191.140.162,68
2739,857,26,48,Mauritania,yahoo.com,tablet,43.177.77.77,8
2740,797,29,79,Jersey,gmail.com,mobile,6.103.2.192,16
2741,422,14,37,Germany,hotmail.com,desktop,203.144.44.83,90
2742,973,46,28,Pakistan,hotmail.com,tablet,76.47.57.90,73
2743,636,21,55,Albania,yahoo.com,mobile,125.181.99.80,64
2744,940,32,35,Angola,hotmail.com,mobile,19.62.11.161,0
2745,293,8,46,Antigua and Barbuda,gmail.com,mobile,158.28.168.156,51
2746,506,19,51,Honduras,gmail.com,desktop,157.187.141.208,72
2747,1006,28,47,Greenland,gmail.com,desktop,35.110.142.197,73
2748,81,3,65,El Salvador,hotmail.com,mobile,205.155.165.47,36
2749,935,34,40,Botswana,yahoo.com,tablet,199.133.245.239,38
2750,801,26,57,Antarctica (the territory South of 60 deg S),hotmail.com,mobile,160.254.4.234,53
2751,511,26,29,Pakistan,yahoo.com,tablet,98.209.145.38,55
2752,938,42,42,New Caledonia,yahoo.com,tablet,172.21.144.167,23
2753,196,7,43,Burundi,yahoo.com,tablet,115.243.23.247,5
2754,491,14,74,Central African Republic,yahoo.com,mobile,157.70.222.50,35
2755,598,19,60,Bosnia and Herzegovina,hotmail.com,mobile,172.221.187.98,89
2756,445,9,76,Gambia,hotmail.com,desktop,21.87.0.194,52
2757,249,9,41,Saudi Arabia,hotmail.com,mobile,44.28.144.24,13
2758,1034,34,67,Antigua and Barbuda,gmail.com,desktop,14.212.67.198,52
2759,924,32,28,Kazakhstan,gmail.com,desktop,89.26.242.119,26
2760,1037,24,20,Guinea-Bissau,gmail.com,desktop,94.161.178.229,3
2761,150,7,58,Guyana,yahoo.com,tablet,217.216.225.27,86
2762,946,23,42,French Guiana,hotmail.com,desktop,221.82.221.55,51
2763,399,11,43,Serbia,hotmail.com,mobile,180.110.122.237,1
2764,514,20,25,El Salvador,hotmail.com,tablet,69.199.106.84,17
2765,670,18,60,Namibia,yahoo.com,tablet,123.140.153.249,59
2766,993,34,47,Bhutan,gmail.com,mobile,222.206.197.149,10
2767,497,21,63,Equatorial Guinea,gmail.com,desktop,195.56.7.151,17
2768,965,31,70,Saint Pierre and Miquelon,yahoo.com,desktop,16.33.58.33,20
2769,350,15,71,United States of America,gmail.com,mobile,86.254.210.252,77
2770,206,6,29,Holy See (Vatican City State),gmail.com,desktop,78.99.137.4,15
2771,1095,32,65,Croatia,gmail.com,desktop,155.93.90.197,21
2772,159,2,60,Djibouti,hotmail.com,mobile,166.13.66.6,86
2773,560,22,27,Myanmar,yahoo.com,desktop,189.222.122.86,45
2774,365,12,31,Guinea-Bissau,gmail.com,tablet,67.212.200.208,4
2775,1091,41,31,Solomon Islands,yahoo.com,desktop,13.244.53.107,89
2776,98,2,71,Svalbard & Jan Mayen Islands,gmail.com,tablet,69.234.50.14,66
2777,211,9,42,China,yahoo.com,tablet,169.83.167.47,39
2778,910,28,21,Zambia,gmail.com,tablet,210.152.105.83,0
2779,100,2,67,Morocco,gmail.com,desktop,50.115.164.181,25
2780,512,16,41,Uganda,gmail.com,mobile,73.71.107.150,25
2781,188,6,19,Malta,hotmail.com,desktop,64.77.75.20,3
2782,30,1,39,Jordan,hotmail.com,mobile,184.112.228.102,87
2783,130,3,32,British Indian Ocean Territory (Chagos Archipelago),gmail.com,mobile,85.36.81.65,85
2784,344,10,64,El Salvador,yahoo.com,mobile,34.139.150.92,5
2785,852,33,50,Congo,hotmail.com,mobile,155.22.205.112,41
2786,661,23,53,Sao Tome and Principe,gmail.com,tablet,200.183.83.184,24
2787,425,12,77,Portugal,yahoo.com,tablet,82.143.81.129,50
2788,877,25,25,Morocco,gmail.com,mobile,72.182.146.198,27
2789,217,9,40,Algeria,hotmail.com,desktop,83.40.177.159,22
2790,31,0,43,Syrian Arab Republic,yahoo.com,tablet,155.222.41.188,40
2791,25,1,42,El Salvador,hotmail.com,mobile,57.230.183.235,58
2792,451,11,22,Poland,gmail.com,tablet,73.101.22.10,35
2793,756,30,20,Venezuela,gmail.com,mobile,34.70.209.65,27
2794,842,31,37,Chile,yahoo.com,tablet,217.30.148.79,63
2795,209,6,63,Canada,hotmail.com,tablet,215.217.239.12,72
2796,352,12,34,Bolivia,yahoo.com,mobile,80.86.214.63,76
2797,665,19,80,Saint Martin,yahoo.com,tablet,136.139.70.149,89
2798,796,27,61,Peru,hotmail.com,tablet,69.24.252.160,17
2799,681,19,29,Australia,yahoo.com,tablet,146.155.136.217,88
2800,652,20,80,Dominican Republic,gmail.com,tablet,106.24.214.201,61
2801,139,6,39,Korea,hotmail.com,mobile,193.31.194.119,77
2802,920,35,42,Eritrea,yahoo.com,tablet,131.103.239.13,81
2803,477,12,50,Kuwait,gmail.com,tablet,194.229.171.245,90
2804,28,1,32,Botswana,yahoo.com,mobile,93.239.38.173,78
2805,255,3,37,Togo,hotmail.com,mobile,47.171.90.48,54
2806,499,17,57,North Macedonia,yahoo.com,mobile,44.210.61.133,7
2807,282,9,41,Spain,hotmail.com,desktop,140.193.125.17,37
2808,414,13,27,Israel,gmail.com,desktop,8.55.202.232,26
2809,78,4,33,Dominica,gmail.com,tablet,53.135.212.227,76
2810,909,25,65,Palau,gmail.com,desktop,180.185.97.158,17
2811,570,19,38,Faroe Islands,yahoo.com,tablet,11.143.53.190,5
2812,1067,40,68,Saint Helena,hotmail.com,desktop,186.13.90.236,82
2813,591,22,66,Libyan Arab Jamahiriya,gmail.com,mobile,118.170.92.94,29
2814,679,20,39,Germany,gmail.com,mobile,28.43.82.210,26
2815,111,0,76,Georgia,hotmail.com,tablet,220.40.114.145,31
2816,456,17,56,Nigeria,hotmail.com,desktop,82.177.84.160,66
2817,659,25,29,Cocos (Keeling) Islands,yahoo.com,desktop,96.34.58.131,80
2818,13,0,22,Suriname,gmail.com,desktop,114.250.6.8,8
2819,395,11,21,United Arab Emirates,yahoo.com,tablet,32.186.77.84,18
2820,419,14,26,Dominican Republic,gmail.com,mobile,13.79.202.74,22
2821,419,11,33,Montenegro,hotmail.com,tablet,154.255.124.91,10
2822,873,24,64,French Guiana,gmail.com,desktop,222.14.198.62,39
2823,337,17,64,Guadeloupe,gmail.com,mobile,208.74.115.175,31
2824,869,37,29,Macao,hotmail.com,tablet,29.12.105.132,31
2825,621,22,36,Central African Republic,yahoo.com,tablet,118.218.101.89,57
2826,413,17,35,Wallis and Futuna,yahoo.com,desktop,120.245.99.181,10
2827,737,19,43,Latvia,yahoo.com,desktop,105.226.243.121,21
2828,965,37,46,Japan,hotmail.com,desktop,123.3.229.157,64
2829,888,28,66,United Arab Emirates,gmail.com,mobile,22.109.43.84,61
2830,41,1,66,Cayman Islands,yahoo.com,desktop,208.2.127.248,54
2831,171,6,66,Lithuania,yahoo.com,desktop,32.176.156.19,76
2832,313,11,53,Togo,hotmail.com,tablet,56.105.193.119,22
2833,527,14,42,Japan,gmail.com,desktop,142.231.212.47,39
2834,929,32,36,Costa Rica,hotmail.com,desktop,123.211.197.177,71
2835,985,35,22,Jordan,hotmail.com,desktop,145.71.57.92,17
2836,962,26,30,Namibia,hotmail.com,mobile,95.208.150.219,24
2837,9,0,18,Uzbekistan,yahoo.com,tablet,98.100.186.195,47
2838,1007,35,43,Monaco,yahoo.com,desktop,88.134.17.243,50
2839,765,29,42,Bangladesh,hotmail.com,desktop,171.231.133.96,39
2840,146,7,44,Egypt,hotmail.com,mobile,84.81.205.21,15
2841,789,28,77,Colombia,gmail.com,tablet,129.150.159.164,20
2842,398,12,66,Equatorial Guinea,gmail.com,desktop,17.69.100.24,32
2843,714,26,50,Slovakia (Slovak Republic),yahoo.com,tablet,214.34.231.216,62
2844,755,28,62,Guadeloupe,gmail.com,mobile,100.128.115.31,83
2845,790,26,77,Equatorial Guinea,gmail.com,desktop,221.211.248.187,31
2846,497,16,48,Kuwait,hotmail.com,mobile,110.167.185.224,46
2847,58,4,62,Kyrgyz Republic,yahoo.com,tablet,33.251.125.194,82
2848,303,7,34,Indonesia,yahoo.com,tablet,37.66.126.96,58
2849,302,12,34,Central African Republic,hotmail.com,mobile,166.23.209.138,77
2850,331,10,18,Malta,yahoo.com,mobile,113.152.151.63,11
2851,788,24,43,Iceland,hotmail.com,tablet,63.244.159.30,75
2852,165,7,51,Norway,hotmail.com,mobile,170.227.245.236,54
2853,340,12,71,Namibia,yahoo.com,desktop,208.53.251.54,32
2854,619,21,50,Solomon Islands,gmail.com,tablet,19.51.96.250,84
2855,784,31,55,Sweden,gmail.com,desktop,71.210.63.122,52
2856,183,1,24,Zimbabwe,hotmail.com,tablet,39.67.149.82,73
2857,706,19,70,United States Virgin Islands,yahoo.com,mobile,130.91.239.92,34
2858,430,10,77,Argentina,gmail.com,tablet,47.207.50.39,50
2859,631,21,18,Palestinian Territory,hotmail.com,mobile,155.207.240.184,62
2860,4,0,24,United States Virgin Islands,hotmail.com,mobile,219.55.154.137,89
2861,856,30,51,Botswana,hotmail.com,desktop,22.246.151.29,83
2862,591,11,64,Bahrain,gmail.com,desktop,223.160.66.184,21
2863,362,14,41,Nigeria,gmail.com,mobile,10.95.3.81,90
2864,276,10,30,Comoros,hotmail.com,desktop,97.152.165.194,23
2865,1030,38,78,Moldova,hotmail.com,mobile,119.227.59.34,57
2866,436,9,29,Tuvalu,yahoo.com,mobile,85.102.126.114,7
2867,375,14,69,Chile,yahoo.com,mobile,157.186.96.21,33
2868,838,15,46,Panama,yahoo.com,tablet,33.233.127.81,79
2869,224,6,73,Comoros,yahoo.com,tablet,146.58.132.25,21
2870,164,2,36,Costa Rica,yahoo.com,mobile,162.243.218.48,48
2871,256,7,35,Saint Kitts and Nevis,hotmail.com,mobile,2.99.123.92,43
2872,61,1,55,Montenegro,yahoo.com,mobile,212.170.225.164,61
2873,994,41,61,Bulgaria,yahoo.com,mobile,105.101.17.14,1
2874,126,3,35,Nauru,gmail.com,mobile,45.228.132.124,85
2875,86,5,24,Croatia,gmail.com,mobile,201.136.76.135,66
2876,15,0,42,Nauru,yahoo.com,tablet,148.199.172.112,66
2877,545,15,77,Afghanistan,hotmail.com,desktop,208.103.29.208,60
2878,691,23,56,Saint Helena,hotmail.com,desktop,20.22.32.185,43
2879,760,32,61,Ethiopia,hotmail.com,desktop,3.164.198.166,40
2880,491,24,78,Malta,gmail.com,desktop,180.74.8.178,85
2881,817,24,42,United States of America,gmail.com,tablet,177.17.181.9,7
2882,730,22,73,Haiti,yahoo.com,desktop,111.179.41.76,12
2883,7,0,47,Uganda,yahoo.com,tablet,82.160.80.9,51
2884,285,11,19,Singapore,yahoo.com,tablet,117.215.244.208,15
2885,1087,37,35,Aruba,hotmail.com,tablet,65.36.77.89,31
2886,755,26,46,Central African Republic,gmail.com,tablet,117.212.129.156,87
2887,974,33,50,Guinea-Bissau,hotmail.com,desktop,173.76.137.196,84
2888,385,8,18,Nicaragua,gmail.com,tablet,118.48.18.221,41
2889,35,0,58,Latvia,gmail.com,desktop,170.112.152.47,5
2890,667,34,61,Falkland Islands (Malvinas),gmail.com,desktop,86.112.195.44,29
2891,993,32,43,Cambodia,hotmail.com,tablet,26.128.144.182,78
2892,167,10,40,Malawi,hotmail.com,desktop,173.153.121.252,60
2893,206,5,64,Latvia,hotmail.com,desktop,68.180.30.125,37
2894,400,17,63,Aruba,gmail.com,mobile,130.129.229.215,66
2895,1034,47,20,Peru,gmail.com,mobile,161.49.236.199,63
2896,179,5,37,Nicaragua,yahoo.com,tablet,94.117.23.49,70
2897,957,39,28,Italy,hotmail.com,desktop,37.96.178.242,14
2898,988,35,60,Falkland Islands (Malvinas),yahoo.com,tablet,162.215.65.179,30
2899,499,14,31,Madagascar,hotmail.com,mobile,86.217.215.17,84
2900,184,1,24,Togo,gmail.com,desktop,43.201.165.42,3
2901,329,8,77,Samoa,hotmail.com,desktop,118.130.206.44,49
2902,575,16,32,Georgia,gmail.com,tablet,18.29.218.23,32
2903,976,26,78,Grenada,yahoo.com,tablet,103.110.249.47,15
2904,279,11,77,Montserrat,yahoo.com,tablet,132.194.174.30,81
2905,1008,25,23,Slovakia (Slovak Republic),hotmail.com,tablet,145.231.164.255,42
2906,459,10,77,Central African Republic,hotmail.com,tablet,125.12.13.135,76
2907,133,4,59,Burkina Faso,gmail.com,desktop,113.50.23.10,48
2908,782,31,59,Congo,yahoo.com,tablet,17.175.172.248,71
2909,895,38,69,Myanmar,yahoo.com,mobile,219.49.249.96,28
2910,531,18,25,Uzbekistan,hotmail.com,desktop,139.159.18.132,11
2911,229,6,23,Bolivia,hotmail.com,desktop,45.206.142.34,75
2912,386,10,65,Brazil,gmail.com,mobile,221.178.134.12,73
2913,754,27,26,Korea,hotmail.com,desktop,174.146.225.217,48
2914,4,0,37,Benin,yahoo.com,mobile,153.114.233.66,75
2915,389,13,72,Zambia,yahoo.com,desktop,210.67.10.228,54
2916,655,24,67,Poland,hotmail.com,desktop,179.29.77.205,86
2917,259,9,51,United States of America,hotmail.com,tablet,69.136.224.231,77
2918,455,18,24,Finland,yahoo.com,desktop,26.9.45.105,1
2919,944,36,38,Cyprus,yahoo.com,mobile,123.84.47.66,37
2920,449,11,49,China,hotmail.com,tablet,168.41.105.200,58
2921,302,9,56,Nauru,gmail.com,desktop,46.181.129.67,18
2922,71,4,56,Guatemala,gmail.com,desktop,37.182.225.30,39
2923,1029,31,62,Malaysia,yahoo.com,mobile,121.20.66.224,35
2924,980,28,58,Iraq,yahoo.com,mobile,153.103.38.141,63
2925,597,20,63,Myanmar,yahoo.com,desktop,113.244.209.174,7
2926,683,17,27,Libyan Arab Jamahiriya,gmail.com,tablet,189.160.15.109,26
2927,461,15,62,Singapore,yahoo.com,tablet,137.17.115.61,6
2928,367,8,72,Solomon Islands,yahoo.com,desktop,171.136.230.246,50
2929,613,22,70,Djibouti,yahoo.com,tablet,139.49.44.136,20
2930,45,1,53,New Caledonia,gmail.com,desktop,68.232.233.171,43
2931,866,25,61,Myanmar,hotmail.com,desktop,147.26.20.31,44
2932,802,30,43,Tanzania,gmail.com,mobile,125.68.21.199,67
2933,580,24,36,Northern Mariana Islands,hotmail.com,tablet,210.226.14.189,24
2934,807,33,24,Saudi Arabia,gmail.com,mobile,52.228.178.131,41
2935,111,5,72,Uzbekistan,gmail.com,tablet,50.79.142.244,38
2936,938,34,59,French Guiana,yahoo.com,mobile,96.189.188.152,73
2937,282,12,46,Moldova,hotmail.com,tablet,182.132.62.195,61
2938,597,17,75,Liberia,yahoo.com,mobile,159.66.179.14,26
2939,447,19,69,India,gmail.com,tablet,149.241.116.37,25
2940,19,0,41,French Polynesia,yahoo.com,tablet,112.141.113.147,73
2941,209,9,61,Cape Verde,gmail.com,mobile,30.128.108.53,48
2942,875,27,61,Mali,hotmail.com,mobile,18.71.202.184,7
2943,197,5,40,Jordan,yahoo.com,desktop,57.157.51.176,22
2944,108,2,25,Switzerland,hotmail.com,tablet,153.147.221.122,83
2945,694,25,55,Norway,gmail.com,desktop,73.94.164.59,19
2946,828,30,33,Iraq,gmail.com,mobile,2.204.217.214,15
2947,494,15,43,Sweden,yahoo.com,desktop,115.253.202.78,38
2948,354,13,59,Aruba,hotmail.com,tablet,152.200.86.46,48
2949,184,6,67,Kuwait,hotmail.com,desktop,125.221.128.70,83
2950,783,33,35,Malaysia,yahoo.com,tablet,97.119.31.162,83
2951,912,40,41,Kiribati,gmail.com,mobile,88.44.41.248,15
2952,239,6,23,Madagascar,yahoo.com,mobile,206.33.34.89,62
2953,1044,28,32,Croatia,yahoo.com,mobile,123.172.88.233,75
2954,983,38,35,Saint Barthelemy,hotmail.com,tablet,188.193.154.52,12
2955,371,7,42,Tuvalu,gmail.com,desktop,18.104.133.203,82
2956,889,38,37,Greenland,gmail.com,tablet,5.38.53.82,16
2957,204,8,38,Lithuania,gmail.com,mobile,116.215.141.108,68
2958,379,13,43,Sudan,hotmail.com,tablet,190.29.150.233,2
2959,807,32,53,United States Virgin Islands,yahoo.com,tablet,66.242.132.71,67
2960,1001,29,22,Cook Islands,gmail.com,tablet,38.74.252.99,74
2961,255,12,66,Costa Rica,gmail.com,mobile,160.184.108.68,84
2962,241,7,29,American Samoa,hotmail.com,tablet,115.88.41.203,88
2963,369,4,18,Anguilla,yahoo.com,tablet,159.252.11.116,57
2964,644,30,25,Kenya,hotmail.com,mobile,93.2.126.205,16
2965,423,15,59,Nepal,yahoo.com,mobile,5.52.59.44,11
2966,526,23,72,Guinea,yahoo.com,mobile,48.226.122.56,10
2967,256,10,50,Ethiopia,hotmail.com,desktop,136.176.46.229,46
2968,352,11,45,Turkmenistan,gmail.com,tablet,14.81.145.91,0
2969,509,22,37,Maldives,yahoo.com,mobile,143.173.26.108,66
2970,601,19,60,Nicaragua,gmail.com,tablet,118.188.122.220,56
2971,287,8,54,Niger,hotmail.com,desktop,197.106.199.39,88
2972,641,22,51,Tuvalu,hotmail.com,desktop,26.231.236.70,77
2973,1046,31,31,Myanmar,hotmail.com,tablet,17.243.186.67,12
2974,92,4,33,Turkmenistan,hotmail.com,mobile,219.178.182.50,24
2975,291,14,37,Guernsey,hotmail.com,mobile,23.6.213.162,17
2976,443,17,55,Tonga,hotmail.com,desktop,132.251.225.110,35
2977,264,7,64,Guam,hotmail.com,tablet,215.131.210.151,54
2978,153,3,53,Venezuela,hotmail.com,desktop,202.214.108.10,33
2979,782,26,59,Norfolk Island,hotmail.com,mobile,63.23.76.253,51
2980,935,35,23,Saint Pierre and Miquelon,yahoo.com,desktop,52.187.184.181,86
2981,872,20,78,Zambia,hotmail.com,tablet,186.2.22.72,18
2982,418,10,22,Taiwan,hotmail.com,tablet,106.170.92.217,34
2983,395,10,63,Zimbabwe,gmail.com,desktop,107.234.160.6,72
2984,1048,32,56,Spain,yahoo.com,mobile,124.53.210.74,53
2985,315,6,38,Saint Pierre and Miquelon,yahoo.com,desktop,2.27.157.224,48
2986,54,0,79,Mayotte,gmail.com,tablet,190.180.193.88,31
2987,159,9,35,Burundi,yahoo.com,mobile,69.76.88.100,68
2988,226,6,61,Estonia,yahoo.com,tablet,37.233.41.248,52
2989,136,4,39,Libyan Arab Jamahiriya,yahoo.com,tablet,33.121.31.10,11
2990,744,23,76,Gibraltar,yahoo.com,desktop,117.58.192.243,34
2991,300,9,73,French Guiana,yahoo.com,mobile,77.146.205.71,35
2992,21,1,24,China,hotmail.com,desktop,126.38.163.90,28
2993,776,34,78,Mauritius,yahoo.com,mobile,211.213.192.81,15
2994,360,12,51,Spain,yahoo.com,tablet,121.21.149.31,39
2995,1003,34,24,Egypt,hotmail.com,tablet,184.2.183.36,44
2996,578,23,53,South Africa,yahoo.com,desktop,12.94.19.172,77
2997,203,11,75,Uruguay,hotmail.com,mobile,70.187.197.177,21
2998,652,22,78,Bhutan,yahoo.com,desktop,142.2.196.208,23
2999,707,27,69,Holy See (Vatican City State),gmail.com,tablet,19.225.99.227,86
3000,1089,39,53,Netherlands Antilles,gmail.com,tablet,3.107.100.8,51
3001,977,32,55,Canada,gmail.com,mobile,111.17.160.14,33
3002,20,0,61,Barbados,yahoo.com,tablet,26.121.150.163,19
3003,259,7,27,Cayman Islands,hotmail.com,desktop,116.250.16.4,72
3004,548,22,21,Botswana,gmail.com,tablet,164.149.16.34,81
3005,759,21,63,Uruguay,gmail.com,mobile,65.175.120.177,86
3006,857,39,63,Uruguay,gmail.com,desktop,183.251.175.77,23
3007,899,33,40,Greenland,yahoo.com,desktop,73.217.155.107,64
3008,588,18,35,Malta,yahoo.com,desktop,77.208.98.103,66
3009,469,11,37,Brazil,hotmail.com,tablet,206.53.246.32,11
3010,626,22,44,Norway,yahoo.com,desktop,153.202.161.47,11
3011,163,6,22,Guatemala,yahoo.com,tablet,196.9.170.78,30
3012,192,6,28,Eritrea,hotmail.com,tablet,3.154.230.208,7
3013,174,10,65,Finland,gmail.com,desktop,154.183.255.117,70
3014,1010,33,69,United States Virgin Islands,hotmail.com,mobile,204.7.217.85,54
3015,1042,32,77,Jordan,gmail.com,tablet,166.84.72.81,17
3016,983,33,49,French Southern Territories,hotmail.com,tablet,117.25.246.7,87
3017,1091,46,62,Kenya,gmail.com,mobile,142.72.75.24,51
3018,29,0,57,Moldova,hotmail.com,mobile,175.240.77.141,0
3019,871,28,62,Libyan Arab Jamahiriya,yahoo.com,tablet,135.189.105.50,44
3020,501,21,65,New Zealand,yahoo.com,tablet,55.159.102.178,67
3021,87,3,56,Swaziland,hotmail.com,desktop,25.4.130.59,21
3022,1073,40,75,Nauru,gmail.com,mobile,9.135.93.2,22
3023,154,3,41,United Kingdom,gmail.com,mobile,72.150.36.169,65
3024,724,20,78,Falkland Islands (Malvinas),hotmail.com,mobile,49.168.188.149,54
3025,1015,39,42,Mongolia,gmail.com,mobile,197.198.162.10,47
3026,232,2,39,Philippines,hotmail.com,tablet,147.94.11.69,31
3027,242,5,36,Montserrat,yahoo.com,desktop,4.133.228.51,61
3028,602,14,34,Greece,hotmail.com,mobile,216.71.23.167,0
3029,807,21,31,United States Virgin Islands,hotmail.com,desktop,124.122.219.209,82
3030,1056,37,70,Mauritania,yahoo.com,mobile,119.92.180.138,59
3031,1000,17,21,Antarctica (the territory South of 60 deg S),hotmail.com,desktop,90.64.152.204,0
3032,943,28,39,Namibia,yahoo.com,desktop,22.143.246.45,45
3033,220,7,18,Cook Islands,gmail.com,desktop,113.154.73.183,23
3034,824,27,40,Haiti,yahoo.com,mobile,168.68.133.171,12
3035,883,29,49,Heard Island and McDonald Islands,hotmail.com,mobile,176.139.151.254,10
3036,1084,37,50,Venezuela,yahoo.com,mobile,131.251.60.178,52
3037,254,10,76,Fiji,yahoo.com,desktop,203.122.116.39,0
3038,319,13,67,French Guiana,hotmail.com,tablet,215.215.8.160,32
3039,464,24,48,Liechtenstein,gmail.com,desktop,75.94.66.233,47
3040,613,22,41,Slovenia,hotmail.com,desktop,164.201.215.105,23
3041,552,16,24,Timor-Leste,gmail.com,desktop,47.219.74.64,84
3042,900,31,28,Aruba,hotmail.com,mobile,121.128.48.229,45
3043,889,21,18,Chile,hotmail.com,desktop,145.188.213.89,90
3044,407,16,25,New Zealand,hotmail.com,mobile,92.153.107.37,36
3045,83,5,26,Anguilla,yahoo.com,desktop,65.5.7.193,53
3046,679,22,75,Bermuda,gmail.com,mobile,123.251.57.250,20
3047,408,14,78,Guyana,gmail.com,desktop,129.16.104.167,85
3048,545,21,25,French Southern Territories,yahoo.com,desktop,25.248.130.62,62
3049,1015,24,69,Cote d'Ivoire,hotmail.com,tablet,163.165.110.220,16
3050,666,28,66,United Arab Emirates,hotmail.com,desktop,33.233.71.179,64
3051,797,36,26,Bosnia and Herzegovina,hotmail.com,mobile,201.120.111.24,13
3052,44,2,26,Cape Verde,gmail.com,mobile,83.90.96.2,44
3053,1025,32,18,Lesotho,yahoo.com,tablet,72.94.209.146,30
3054,107,7,61,Peru,gmail.com,desktop,60.75.5.190,54
3055,17,0,45,Chile,hotmail.com,desktop,63.94.75.148,37
3056,578,20,49,Malawi,gmail.com,mobile,23.186.37.162,54
3057,508,10,57,Poland,yahoo.com,mobile,83.215.255.180,65
3058,383,16,33,Cameroon,hotmail.com,desktop,213.87.81.3,14
3059,540,22,62,Uganda,yahoo.com,mobile,156.160.246.145,85
3060,879,28,30,Puerto Rico,hotmail.com,desktop,107.42.169.38,90
3061,212,7,62,Guernsey,yahoo.com,tablet,123.42.245.242,64
3062,372,11,30,Bahamas,hotmail.com,tablet,208.3.70.212,80
3063,305,10,32,Gabon,hotmail.com,mobile,161.102.15.229,16
3064,822,21,20,Solomon Islands,yahoo.com,desktop,114.91.53.197,24
3065,300,9,45,Sri Lanka,gmail.com,mobile,61.99.179.73,78
3066,409,20,23,French Guiana,gmail.com,mobile,17.230.103.180,48
3067,835,21,51,Falkland Islands (Malvinas),yahoo.com,desktop,99.211.29.65,89
3068,474,14,32,Lao People's Democratic Republic,yahoo.com,desktop,83.210.74.126,54
3069,982,39,21,Tonga,yahoo.com,tablet,54.125.8.14,54
3070,106,4,37,Mongolia,hotmail.com,mobile,38.112.93.241,34
3071,745,23,35,Jordan,gmail.com,desktop,22.221.67.121,53
